Quarter,Net Energy Generation in thousands of Kilowatt Hours,State
Q2 2019,19143.11644,TN
Q1 2019,20689.74185,TN
Q4 2018,17444.33641,TN
Q3 2018,22590.17723,TN
Q2 2018,19784.40484,TN
Q1 2018,21735.99806,TN
Q4 2017,19291.93886,TN
Q3 2017,22619.12039,TN
Q2 2017,17323.5569,TN
Q1 2017,19811.60616,TN
Q4 2016,19493.75851,TN
Q3 2016,23293.4169,TN
Q2 2016,18515.68113,TN
Q1 2016,18037.77678,TN
Q4 2015,15242.23908,TN
Q3 2015,21361.24593,TN
Q2 2015,17880.74127,TN
Q1 2015,20730.40987,TN
Q4 2014,18145.22413,TN
Q3 2014,21793.20546,TN
Q2 2014,17686.64801,TN
Q1 2014,21881.80887,TN
Q4 2013,16901.84151,TN
Q3 2013,20991.82676,TN
Q2 2013,20970.28814,TN
Q1 2013,20787.66304,TN
Q4 2012,19068.86971,TN
Q3 2012,22484.77302,TN
Q2 2012,20053.21703,TN
Q1 2012,16117.40403,TN
Q4 2011,17018.78144,TN
Q3 2011,21913.15843,TN
Q2 2011,20039.9396,TN
Q1 2011,22131.98275,TN
Q4 2010,19318.61587,TN
Q3 2010,22569.36728,TN
Q2 2010,18369.12904,TN
Q1 2010,22091.51265,TN
Q4 2009,19187.85006,TN
Q3 2009,19644.37094,TN
Q2 2009,20086.53932,TN
Q1 2009,20798.12835,TN
Q4 2008,21810.59285,TN
Q3 2008,24007.33766,TN
Q2 2008,22306.78471,TN
Q1 2008,22538.59726,TN
Q4 2007,22270.09901,TN
Q3 2007,25221.72099,TN
Q2 2007,23378.04831,TN
Q1 2007,24243.54044,TN
Q4 2006,22738.61824,TN
Q3 2006,25402.81496,TN
Q2 2006,21834.62049,TN
Q1 2006,23935.0479,TN
Q4 2005,24254.09401,TN
Q3 2005,26341.36039,TN
Q2 2005,23321.46415,TN
Q1 2005,23200.24666,TN
Q4 2004,24663.63975,TN
Q3 2004,25472.74231,TN
Q2 2004,23521.66417,TN
Q1 2004,23936.49565,TN
Q4 2003,23967.824,TN
Q3 2003,25821.421,TN
Q2 2003,19235.435,TN
Q1 2003,23197.111,TN
Q4 2002,23046.899,TN
Q3 2002,25542.698,TN
Q2 2002,23551.715,TN
Q1 2002,23972.952,TN
Q4 2001,21774.217,TN
Q3 2001,25735.717,TN
Q2 2001,23959.148,TN
Q1 2001,24752.894,TN
Q4 2019,9498.69678,NE
Q3 2019,10232.04954,NE
Q2 2019,7987.32884,NE
Q1 2019,9497.06606,NE
Q4 2018,8979.64826,NE
Q3 2018,9920.00755,NE
Q2 2018,8896.23825,NE
Q1 2018,9170.32176,NE
Q4 2017,8754.20506,NE
Q3 2017,9867.143,NE
Q2 2017,7842.37534,NE
Q1 2017,8943.25835,NE
Q4 2016,8568.30285,NE
Q3 2016,10195.56739,NE
Q2 2016,8417.24631,NE
Q1 2016,9343.75272,NE
Q4 2015,9765.84694,NE
Q3 2015,11140.7175,NE
Q2 2015,9225.08401,NE
Q1 2015,9751.74216,NE
Q4 2014,9607.08998,NE
Q3 2014,10565.87637,NE
Q2 2014,9151.32091,NE
Q1 2014,10107.00347,NE
Q4 2013,9644.37405,NE
Q3 2013,10073.15415,NE
Q2 2013,8121.29675,NE
Q1 2013,9265.80281,NE
Q4 2012,8091.25652,NE
Q3 2012,9680.22605,NE
Q2 2012,7825.62801,NE
Q1 2012,8620.18188,NE
Q4 2011,8956.78157,NE
Q3 2011,9990.07049,NE
Q2 2011,7972.38744,NE
Q1 2011,9175.8115,NE
Q4 2010,8891.80768,NE
Q3 2010,9898.39721,NE
Q2 2010,8268.16774,NE
Q1 2010,9571.63357,NE
Q4 2009,8609.81775,NE
Q3 2009,9250.06341,NE
Q2 2009,8161.64933,NE
Q1 2009,7980.36166,NE
Q4 2008,8046.83977,NE
Q3 2008,8924.40207,NE
Q2 2008,7033.21243,NE
Q1 2008,8369.06798,NE
Q4 2007,8544.51598,NE
Q3 2007,9169.6579,NE
Q2 2007,7222.13511,NE
Q1 2007,7506.38981,NE
Q4 2006,7257.88368,NE
Q3 2006,8911.9342,NE
Q2 2006,7663.33485,NE
Q1 2006,7836.81613,NE
Q4 2005,8721.59448,NE
Q3 2005,8945.89476,NE
Q2 2005,6673.08671,NE
Q1 2005,7124.15768,NE
Q4 2004,8193.98972,NE
Q3 2004,8646.38519,NE
Q2 2004,7159.69662,NE
Q1 2004,8008.63733,NE
Q4 2003,7895.59,NE
Q3 2003,8592.497,NE
Q2 2003,6358.168,NE
Q1 2003,7609.728,NE
Q4 2002,8052.53,NE
Q3 2002,8584.054,NE
Q2 2002,7271.874,NE
Q1 2002,7710.031,NE
Q4 2001,7001.099,NE
Q3 2001,8661.786,NE
Q2 2001,7249.428,NE
Q1 2001,7572.9,NE
Q4 2019,8768.84919,NM
Q3 2019,10330.44811,NM
Q2 2019,7970.78775,NM
Q1 2019,8080.07343,NM
Q4 2018,9140.63289,NM
Q3 2018,9310.12778,NM
Q2 2018,7985.18953,NM
Q1 2018,6237.73167,NM
Q4 2017,7917.32315,NM
Q3 2017,9171.58806,NM
Q2 2017,7841.06731,NM
Q1 2017,8667.43413,NM
Q4 2016,9395.65505,NM
Q3 2016,8520.64645,NM
Q2 2016,7349.30281,NM
Q1 2016,7646.44054,NM
Q4 2015,8506.42736,NM
Q3 2015,8881.46824,NM
Q2 2015,8078.10711,NM
Q1 2015,7235.39559,NM
Q4 2014,7621.51183,NM
Q3 2014,8765.983,NM
Q2 2014,8211.30524,NM
Q1 2014,7707.40981,NM
Q4 2013,8503.69814,NM
Q3 2013,9530.19809,NM
Q2 2013,8773.95009,NM
Q1 2013,9063.11887,NM
Q4 2012,8933.38319,NM
Q3 2012,10309.97703,NM
Q2 2012,8499.96104,NM
Q1 2012,8892.58819,NM
Q4 2011,9136.97925,NM
Q3 2011,10536.41596,NM
Q2 2011,9094.14711,NM
Q1 2011,9413.597,NM
Q4 2010,9558.10251,NM
Q3 2010,10150.91551,NM
Q2 2010,8629.34752,NM
Q1 2010,7913.17664,NM
Q4 2009,9903.43773,NM
Q3 2009,10607.8977,NM
Q2 2009,9823.25341,NM
Q1 2009,9339.74986,NM
Q4 2008,10224.68091,NM
Q3 2008,10035.105,NM
Q2 2008,9159.70077,NM
Q1 2008,7590.35026,NM
Q4 2007,8771.83565,NM
Q3 2007,10216.02749,NM
Q2 2007,8264.08833,NM
Q1 2007,8733.38136,NM
Q4 2006,9403.46951,NM
Q3 2006,10260.77745,NM
Q2 2006,9087.09014,NM
Q1 2006,8514.28746,NM
Q4 2005,8767.70047,NM
Q3 2005,9536.66768,NM
Q2 2005,8452.13087,NM
Q1 2005,8379.14299,NM
Q4 2004,8413.531,NM
Q3 2004,8940.91766,NM
Q2 2004,8190.43083,NM
Q1 2004,7395.48108,NM
Q4 2003,7759.378,NM
Q3 2003,8782.462,NM
Q2 2003,8397.357,NM
Q1 2003,7796.455,NM
Q4 2002,7550.45,NM
Q3 2002,7922.217,NM
Q2 2002,8115.179,NM
Q1 2002,7073.86,NM
Q4 2001,8017.43,NM
Q3 2001,8842.969,NM
Q2 2001,8501.442,NM
Q1 2001,8249.802,NM
Q4 2019,13979.54054,AR
Q3 2019,17947.14009,AR
Q2 2019,13889.38464,AR
Q1 2019,15789.14355,AR
Q4 2018,15657.87983,AR
Q3 2018,19446.92218,AR
Q2 2018,16799.64618,AR
Q1 2018,16094.90333,AR
Q4 2017,15428.27497,AR
Q3 2017,18262.65396,AR
Q2 2017,13009.27482,AR
Q1 2017,14075.01254,AR
Q4 2016,13212.02209,AR
Q3 2016,18684.68615,AR
Q2 2016,14527.11896,AR
Q1 2016,14021.23218,AR
Q4 2015,10039.02639,AR
Q3 2015,16867.3814,AR
Q2 2015,14442.58332,AR
Q1 2015,14210.43643,AR
Q4 2014,14077.98731,AR
Q3 2014,16598.46126,AR
Q2 2014,14674.73513,AR
Q1 2014,16240.95296,AR
Q4 2013,13885.74506,AR
Q3 2013,17258.39721,AR
Q2 2013,13242.12267,AR
Q1 2013,15936.2272,AR
Q4 2012,14013.28846,AR
Q3 2012,17366.44334,AR
Q2 2012,16950.01681,AR
Q1 2012,16675.92938,AR
Q4 2011,13727.94869,AR
Q3 2011,18417.78791,AR
Q2 2011,14650.40886,AR
Q1 2011,14511.39044,AR
Q4 2010,13792.01732,AR
Q3 2010,17981.86664,AR
Q2 2010,15096.74683,AR
Q1 2010,14129.55376,AR
Q4 2009,13319.6876,AR
Q3 2009,16611.35175,AR
Q2 2009,14299.2581,AR
Q1 2009,13227.4416,AR
Q4 2008,13273.70822,AR
Q3 2008,15967.15913,AR
Q2 2008,13075.04763,AR
Q1 2008,12734.61285,AR
Q4 2007,12234.64832,AR
Q3 2007,16511.28388,AR
Q2 2007,13028.29044,AR
Q1 2007,12822.01294,AR
Q4 2006,11414.0457,AR
Q3 2006,15785.72212,AR
Q2 2006,13858.25423,AR
Q1 2006,11110.68093,AR
Q4 2005,9934.2106,AR
Q3 2005,13868.8422,AR
Q2 2005,12064.2948,AR
Q1 2005,11927.16125,AR
Q4 2004,12763.63195,AR
Q3 2004,14605.23286,AR
Q2 2004,12251.49995,AR
Q1 2004,12307.26745,AR
Q4 2003,11970.858,AR
Q3 2003,14825.153,AR
Q2 2003,12454.315,AR
Q1 2003,11150.774,AR
Q4 2002,10869.484,AR
Q3 2002,14210.639,AR
Q2 2002,11414.458,AR
Q1 2002,11117.06,AR
Q4 2001,12294.917,AR
Q3 2001,13323.344,AR
Q2 2001,11173.171,AR
Q1 2001,10400.604,AR
Q4 2019,3868.80777,ID
Q3 2019,4234.30343,ID
Q2 2019,4378.16958,ID
Q1 2019,3954.2324,ID
Q4 2018,4149.64358,ID
Q3 2018,4959.69626,ID
Q2 2018,4640.0368,ID
Q1 2018,4422.74305,ID
Q4 2017,4411.24777,ID
Q3 2017,4842.92955,ID
Q2 2017,4032.82603,ID
Q1 2017,4109.02021,ID
Q4 2016,2819.7561,ID
Q3 2016,4225.00063,ID
Q2 2016,4659.80675,ID
Q1 2016,3956.37493,ID
Q4 2015,3285.19841,ID
Q3 2015,4355.0558,ID
Q2 2015,4348.74757,ID
Q1 2015,3678.09297,ID
Q4 2014,2817.03759,ID
Q3 2014,4350.85257,ID
Q2 2014,4159.94769,ID
Q1 2014,3856.57866,ID
Q4 2013,3040.87619,ID
Q3 2013,4473.68613,ID
Q2 2013,4500.44992,ID
Q1 2013,3171.11597,ID
Q4 2012,2869.49245,ID
Q3 2012,4322.73597,ID
Q2 2012,4623.12303,ID
Q1 2012,3683.73786,ID
Q4 2011,2816.68487,ID
Q3 2011,4882.425,ID
Q2 2011,4603.02948,ID
Q1 2011,4266.64656,ID
Q4 2010,2345.86908,ID
Q3 2010,3894.98575,ID
Q2 2010,3406.28073,ID
Q1 2010,2377.42855,ID
Q4 2009,2205.44627,ID
Q3 2009,4009.87394,ID
Q2 2009,4314.84983,ID
Q1 2009,2569.9818,ID
Q4 2008,1962.06435,ID
Q3 2008,3702.86217,ID
Q2 2008,3807.29659,ID
Q1 2008,2498.32983,ID
Q4 2007,2052.12506,ID
Q3 2007,3398.22216,ID
Q2 2007,3510.17371,ID
Q1 2007,2523.5697,ID
Q4 2006,2323.22338,ID
Q3 2006,3566.65895,ID
Q2 2006,4392.57355,ID
Q1 2006,3103.62938,ID
Q4 2005,2118.02965,ID
Q3 2005,3241.34196,ID
Q2 2005,3327.58492,ID
Q1 2005,2138.02732,ID
Q4 2004,1873.82471,ID
Q3 2004,3456.01265,ID
Q2 2004,3169.60886,ID
Q1 2004,2363.59248,ID
Q4 2003,1842.138,ID
Q3 2003,3221.138,ID
Q2 2003,3333.14,ID
Q1 2003,2026.52,ID
Q4 2002,1524.459,ID
Q3 2002,3080.373,ID
Q2 2002,3098.937,ID
Q1 2002,2083.163,ID
Q4 2001,2174.858,ID
Q3 2001,3015.175,ID
Q2 2001,2452.995,ID
Q1 2001,1703.914,ID
Q4 2019,88961.65736,MTN
Q3 2019,106126.6439,MTN
Q2 2019,82621.20946,MTN
Q1 2019,90911.45094,MTN
Q4 2018,93393.89945,MTN
Q3 2018,109408.4704,MTN
Q2 2018,85384.80905,MTN
Q1 2018,83310.67798,MTN
Q4 2017,88469.89492,MTN
Q3 2017,105766.9669,MTN
Q2 2017,83386.42453,MTN
Q1 2017,83641.87897,MTN
Q4 2016,88557.39679,MTN
Q3 2016,104742.0797,MTN
Q2 2016,86068.83876,MTN
Q1 2016,84747.68965,MTN
Q4 2015,90321.05375,MTN
Q3 2015,106706.9933,MTN
Q2 2015,90938.06233,MTN
Q1 2015,85202.33286,MTN
Q4 2014,89307.20748,MTN
Q3 2014,106786.7558,MTN
Q2 2014,88902.36593,MTN
Q1 2014,88337.73279,MTN
Q4 2013,89639.20554,MTN
Q3 2013,105457.0768,MTN
Q2 2013,91821.37801,MTN
Q1 2013,89533.87117,MTN
Q4 2012,89721.54234,MTN
Q3 2012,104605.7602,MTN
Q2 2012,86342.28914,MTN
Q1 2012,86896.71436,MTN
Q4 2011,88927.32157,MTN
Q3 2011,104917.497,MTN
Q2 2011,83837.82946,MTN
Q1 2011,87164.26964,MTN
Q4 2010,88260.65974,MTN
Q3 2010,105084.607,MTN
Q2 2010,86635.67948,MTN
Q1 2010,86072.94603,MTN
Q4 2009,90557.39284,MTN
Q3 2009,103509.8658,MTN
Q2 2009,85673.73222,MTN
Q1 2009,89560.7276,MTN
Q4 2008,92454.98754,MTN
Q3 2008,106931.0317,MTN
Q2 2008,90123.64426,MTN
Q1 2008,90177.81392,MTN
Q4 2007,88514.30489,MTN
Q3 2007,104185.3525,MTN
Q2 2007,88036.80528,MTN
Q1 2007,86588.71324,MTN
Q4 2006,87609.15175,MTN
Q3 2006,100017.288,MTN
Q2 2006,82792.25271,MTN
Q1 2006,82091.15045,MTN
Q4 2005,86215.70813,MTN
Q3 2005,98580.27441,MTN
Q2 2005,83710.30047,MTN
Q1 2005,80434.65898,MTN
Q4 2004,84133.26317,MTN
Q3 2004,95994.63295,MTN
Q2 2004,82520.86384,MTN
Q1 2004,81064.05938,MTN
Q4 2003,79514.982,MTN
Q3 2003,92254.76,MTN
Q2 2003,76690.225,MTN
Q1 2003,76825.508,MTN
Q4 2002,78695.17,MTN
Q3 2002,86025.218,MTN
Q2 2002,77617.319,MTN
Q1 2002,75797.469,MTN
Q4 2001,77532.262,MTN
Q3 2001,84336.844,MTN
Q2 2001,78012.396,MTN
Q1 2001,78603.499,MTN
Q4 2019,170180.8848,WSC
Q3 2019,218334.9989,WSC
Q2 2019,175619.0817,WSC
Q1 2019,164736.7239,WSC
Q4 2018,167674.8151,WSC
Q3 2018,212448.2834,WSC
Q2 2018,187601.4802,WSC
Q1 2018,165979.4027,WSC
Q4 2017,165184.6148,WSC
Q3 2017,199062.4141,WSC
Q2 2017,168685.6064,WSC
Q1 2017,152087.8127,WSC
Q4 2016,162627.5135,WSC
Q3 2016,208074.8735,WSC
Q2 2016,172461.1256,WSC
Q1 2016,157252.9486,WSC
Q4 2015,155515.575,WSC
Q3 2015,204230.6375,WSC
Q2 2015,167542.6043,WSC
Q1 2015,162044.8962,WSC
Q4 2014,155550.6585,WSC
Q3 2014,193654.7078,WSC
Q2 2014,163192.9815,WSC
Q1 2014,161208.3627,WSC
Q4 2013,159040.1277,WSC
Q3 2013,196570.8408,WSC
Q2 2013,165067.8812,WSC
Q1 2013,148707.6654,WSC
Q4 2012,150155.3488,WSC
Q3 2012,197357.4652,WSC
Q2 2012,175906.6968,WSC
Q1 2012,152702.9709,WSC
Q4 2011,149363.0089,WSC
Q3 2011,205413.4186,WSC
Q2 2011,171359.108,WSC
Q1 2011,150745.3745,WSC
Q4 2010,145548.5366,WSC
Q3 2010,193579.0978,WSC
Q2 2010,161339.0556,WSC
Q1 2010,147364.2141,WSC
Q4 2009,141842.0094,WSC
Q3 2009,183264.3296,WSC
Q2 2009,156807.7334,WSC
Q1 2009,138772.0615,WSC
Q4 2008,142458.9487,WSC
Q3 2008,179515.0414,WSC
Q2 2008,160891.2662,WSC
Q1 2008,145755.1024,WSC
Q4 2007,146122.2582,WSC
Q3 2007,184465.8939,WSC
Q2 2007,151366.8652,WSC
Q1 2007,143530.9376,WSC
Q4 2006,139650.3264,WSC
Q3 2006,184036.3973,WSC
Q2 2006,159284.3557,WSC
Q1 2006,131317.211,WSC
Q4 2005,137079.9484,WSC
Q3 2005,180820.0073,WSC
Q2 2005,151454.0921,WSC
Q1 2005,136333.8887,WSC
Q4 2004,142045.6112,WSC
Q3 2004,173512.2313,WSC
Q2 2004,148097.7211,WSC
Q1 2004,137473.07,WSC
Q4 2003,134038.647,WSC
Q3 2003,170830.77,WSC
Q2 2003,146464.283,WSC
Q1 2003,133778.981,WSC
Q4 2002,131327.51,WSC
Q3 2002,175468.753,WSC
Q2 2002,147296.63,WSC
Q1 2002,133301.671,WSC
Q4 2001,127618.591,WSC
Q3 2001,168140.573,WSC
Q2 2001,140195.866,WSC
Q1 2001,126960.843,WSC
Q4 2019,2466.00872,ME
Q3 2019,2471.90087,ME
Q2 2019,2460.76296,ME
Q1 2019,2718.4021,ME
Q4 2018,3021.7079,ME
Q3 2018,2625.11597,ME
Q2 2018,2549.38382,ME
Q1 2018,3084.49193,ME
Q4 2017,2556.36195,ME
Q3 2017,2462.15042,ME
Q2 2017,3166.61102,ME
Q1 2017,3079.15662,ME
Q4 2016,2500.53398,ME
Q3 2016,3109.65586,ME
Q2 2016,2696.5576,ME
Q1 2016,3207.67963,ME
Q4 2015,3009.06827,ME
Q3 2015,2616.99114,ME
Q2 2015,2363.12699,ME
Q1 2015,3752.07845,ME
Q4 2014,2953.50831,ME
Q3 2014,3417.0538,ME
Q2 2014,3303.94865,ME
Q1 2014,3574.19915,ME
Q4 2013,3471.07501,ME
Q3 2013,3458.18184,ME
Q2 2013,3338.08409,ME
Q1 2013,3762.69667,ME
Q4 2012,3683.23113,ME
Q3 2012,4189.70347,ME
Q2 2012,3030.50711,ME
Q1 2012,4144.85452,ME
Q4 2011,4084.14211,ME
Q3 2011,4196.55996,ME
Q2 2011,3901.44043,ME
Q1 2011,3791.54556,ME
Q4 2010,4246.9963,ME
Q3 2010,4701.52953,ME
Q2 2010,4026.46779,ME
Q1 2010,4043.66602,ME
Q4 2009,4273.02475,ME
Q3 2009,4167.43405,ME
Q2 2009,3620.7557,ME
Q1 2009,4288.63417,ME
Q4 2008,4344.68455,ME
Q3 2008,4387.00901,ME
Q2 2008,4216.32479,ME
Q1 2008,4146.90111,ME
Q4 2007,3787.24119,ME
Q3 2007,4193.02632,ME
Q2 2007,3825.03116,ME
Q1 2007,4323.26879,ME
Q4 2006,4292.30972,ME
Q3 2006,4625.44333,ME
Q2 2006,4012.22653,ME
Q1 2006,3886.19314,ME
Q4 2005,4451.89629,ME
Q3 2005,4934.39474,ME
Q2 2005,4539.76845,ME
Q1 2005,4917.9181,ME
Q4 2004,4750.11038,ME
Q3 2004,4619.48499,ME
Q2 2004,4426.96427,ME
Q1 2004,5302.32582,ME
Q4 2003,5070.151,ME
Q3 2003,4679.616,ME
Q2 2003,4256.344,ME
Q1 2003,4965.524,ME
Q4 2002,5681.973,ME
Q3 2002,5863.315,ME
Q2 2002,5486.003,ME
Q1 2002,5503.745,ME
Q4 2001,4967.219,ME
Q3 2001,5449.129,ME
Q2 2001,4533.897,ME
Q1 2001,4614.576,ME
Q4 2019,4714.97342,MA
Q3 2019,6014.00636,MA
Q2 2019,4828.87803,MA
Q1 2019,6690.27602,MA
Q4 2018,5872.50936,MA
Q3 2018,8925.69396,MA
Q2 2018,5392.07503,MA
Q1 2018,6982.60399,MA
Q4 2017,7232.62252,MA
Q3 2017,9424.6703,MA
Q2 2017,7810.89002,MA
Q1 2017,7735.93217,MA
Q4 2016,6420.80126,MA
Q3 2016,9948.04841,MA
Q2 2016,8496.37509,MA
Q1 2016,7089.79694,MA
Q4 2015,7054.91551,MA
Q3 2015,10866.30151,MA
Q2 2015,7279.617,MA
Q1 2015,6885.13513,MA
Q4 2014,6629.81924,MA
Q3 2014,9063.9569,MA
Q2 2014,7623.82031,MA
Q1 2014,7800.99487,MA
Q4 2013,7365.08672,MA
Q3 2013,10522.71194,MA
Q2 2013,7897.407,MA
Q1 2013,7099.81502,MA
Q4 2012,7795.16654,MA
Q3 2012,11542.5721,MA
Q2 2012,8295.31094,MA
Q1 2012,7945.37193,MA
Q4 2011,8446.63807,MA
Q3 2011,11262.6579,MA
Q2 2011,9032.5594,MA
Q1 2011,9312.96516,MA
Q4 2010,9689.27424,MA
Q3 2010,12895.80691,MA
Q2 2010,10657.67462,MA
Q1 2010,9562.06802,MA
Q4 2009,10112.69835,MA
Q3 2009,10943.40033,MA
Q2 2009,7974.26474,MA
Q1 2009,9936.28778,MA
Q4 2008,11055.24198,MA
Q3 2008,11720.47687,MA
Q2 2008,10242.13782,MA
Q1 2008,9487.62181,MA
Q4 2007,11464.94873,MA
Q3 2007,13442.54499,MA
Q2 2007,11439.83986,MA
Q1 2007,10728.64148,MA
Q4 2006,10947.18304,MA
Q3 2006,13457.38025,MA
Q2 2006,10992.74285,MA
Q1 2006,10200.46923,MA
Q4 2005,11398.48511,MA
Q3 2005,13800.79019,MA
Q2 2005,11031.87207,MA
Q1 2005,11284.29593,MA
Q4 2004,10992.77992,MA
Q3 2004,12265.68292,MA
Q2 2004,11535.11138,MA
Q1 2004,12706.90835,MA
Q4 2003,12638.14,MA
Q3 2003,13942.477,MA
Q2 2003,10584.726,MA
Q1 2003,11219.681,MA
Q4 2002,11399.997,MA
Q3 2002,11484.707,MA
Q2 2002,9247.798,MA
Q1 2002,9895.322,MA
Q4 2001,9666.728,MA
Q3 2001,10137.037,MA
Q2 2001,8130.324,MA
Q1 2001,10544.342,MA
Q4 2019,975799.9553,US
Q3 2019,1172826.199,US
Q2 2019,974207.9638,US
Q1 2019,995216.457,US
Q4 2018,989383.6744,US
Q3 2018,1175512.054,US
Q2 2018,1011554.848,US
Q1 2018,1001626.537,US
Q4 2017,977137.7995,US
Q3 2017,1125085.963,US
Q2 2017,977329.3353,US
Q1 2017,954717.4606,US
Q4 2016,955349.512,US
Q3 2016,1173072.222,US
Q2 2016,977459.2024,US
Q1 2016,970794.0474,US
Q4 2015,937192.1709,US
Q3 2015,1142656.704,US
Q2 2015,978629.4564,US
Q1 2015,1019122.607,US
Q4 2014,969973.6635,US
Q3 2014,1110007.205,US
Q2 2014,980198.9305,US
Q1 2014,1033426.206,US
Q4 2013,982486.3521,US
Q3 2013,1121072.268,US
Q2 2013,978311.156,US
Q1 2013,984094.2919,US
Q4 2012,952262.5309,US
Q3 2012,1144926.529,US
Q2 2012,992570.7418,US
Q1 2012,958005.4647,US
Q4 2011,948541.1208,US
Q3 2011,1163135.387,US
Q2 2011,993755.9775,US
Q1 2011,994708.4409,US
Q4 2010,976049.401,US
Q3 2010,1164654.768,US
Q2 2010,991496.1965,US
Q1 2010,992859.5339,US
Q4 2009,954182.3059,US
Q3 2009,1081164.254,US
Q2 2009,948501.3685,US
Q1 2009,966482.9977,US
Q4 2008,972491.8388,US
Q3 2008,1129943.185,US
Q2 2008,1004218.86,US
Q1 2008,1012733.876,US
Q4 2007,993008.2895,US
Q3 2007,1170417.003,US
Q2 2007,996086.6988,US
Q1 2007,997232.7321,US
Q4 2006,967009.1636,US
Q3 2006,1150238.651,US
Q2 2006,992733.4451,US
Q1 2006,954720.9681,US
Q4 2005,970614.2304,US
Q3 2005,1157432.328,US
Q2 2005,968296.1458,US
Q1 2005,959080.0454,US
Q4 2004,956499.4425,US
Q3 2004,1081392.932,US
Q2 2004,963025.2566,US
Q1 2004,969637.6321,US
Q4 2003,936288.074,US
Q3 2003,1079347.903,US
Q2 2003,921994.284,US
Q1 2003,945554.943,US
Q4 2002,928182.726,US
Q3 2002,1087407.36,US
Q2 2002,938545.966,US
Q1 2002,904316.199,US
Q4 2001,879163.883,US
Q3 2001,1035075.394,US
Q2 2001,906264.47,US
Q1 2001,916139.902,US
Q4 2019,23222.59433,SC
Q3 2019,27198.87102,SC
Q2 2019,25588.32634,SC
Q1 2019,24476.71346,SC
Q4 2018,22925.55606,SC
Q3 2018,28690.66245,SC
Q2 2018,23908.79166,SC
Q1 2018,23839.07771,SC
Q4 2017,22641.7486,SC
Q3 2017,25295.23876,SC
Q2 2017,22819.28474,SC
Q1 2017,22324.66695,SC
Q4 2016,22703.37087,SC
Q3 2016,26278.75826,SC
Q2 2016,23503.53708,SC
Q1 2016,24500.09735,SC
Q4 2015,21714.85992,SC
Q3 2015,26618.88821,SC
Q2 2015,23930.55475,SC
Q1 2015,24267.90994,SC
Q4 2014,23203.35633,SC
Q3 2014,25705.79445,SC
Q2 2014,22757.64559,SC
Q1 2014,25491.66856,SC
Q4 2013,21244.62455,SC
Q3 2013,25592.21619,SC
Q2 2013,24131.90572,SC
Q1 2013,24281.14752,SC
Q4 2012,22346.29682,SC
Q3 2012,27268.63433,SC
Q2 2012,23692.79184,SC
Q1 2012,23447.95889,SC
Q4 2011,23683.16517,SC
Q3 2011,28964.73634,SC
Q2 2011,24184.00923,SC
Q1 2011,26140.65644,SC
Q4 2010,24024.19997,SC
Q3 2010,28686.12103,SC
Q2 2010,24143.70736,SC
Q1 2010,27299.10436,SC
Q4 2009,23282.05838,SC
Q3 2009,27547.55571,SC
Q2 2009,24327.06219,SC
Q1 2009,24968.81013,SC
Q4 2008,23124.14726,SC
Q3 2008,27904.821,SC
Q2 2008,23360.93281,SC
Q1 2008,26588.10371,SC
Q4 2007,23757.88455,SC
Q3 2007,29056.18284,SC
Q2 2007,25149.49332,SC
Q1 2007,25438.58096,SC
Q4 2006,22236.94889,SC
Q3 2006,28573.40623,SC
Q2 2006,23271.57825,SC
Q1 2006,25185.67238,SC
Q4 2005,24440.8715,SC
Q3 2005,28775.52207,SC
Q2 2005,23565.56619,SC
Q1 2005,25732.70508,SC
Q4 2004,22995.08417,SC
Q3 2004,26728.94707,SC
Q2 2004,23009.74558,SC
Q1 2004,25206.15225,SC
Q4 2003,20489.378,SC
Q3 2003,25964.901,SC
Q2 2003,23275.373,SC
Q1 2003,24043.026,SC
Q4 2002,22343.709,SC
Q3 2002,26916.333,SC
Q2 2002,23267.571,SC
Q1 2002,24035.886,SC
Q4 2001,20858.574,SC
Q3 2001,24827.244,SC
Q2 2001,21803.891,SC
Q1 2001,21669.281,SC
Q4 2019,113556.8983,TX
Q3 2019,144325.3892,TX
Q2 2019,116839.7875,TX
Q1 2019,107632.9025,TX
Q4 2018,109517.565,TX
Q3 2018,138916.7371,TX
Q2 2018,121480.99,TX
Q1 2018,107437.1326,TX
Q4 2017,107919.0941,TX
Q3 2017,132481.2741,TX
Q2 2017,113432.4917,TX
Q1 2017,98961.50538,TX
Q4 2016,105873.1968,TX
Q3 2016,136256.5957,TX
Q2 2016,112091.6927,TX
Q1 2016,99826.10583,TX
Q4 2015,101590.8374,TX
Q3 2015,134840.1299,TX
Q2 2015,109146.9999,TX
Q1 2015,104248.3688,TX
Q4 2014,101230.7028,TX
Q3 2014,128205.2219,TX
Q2 2014,106349.5179,TX
Q1 2014,101844.2254,TX
Q4 2013,103282.6169,TX
Q3 2013,128625.7862,TX
Q2 2013,107948.7487,TX
Q1 2013,93523.01387,TX
Q4 2012,97128.65272,TX
Q3 2012,126624.4426,TX
Q2 2012,111335.4207,TX
Q1 2012,94723.99375,TX
Q4 2011,95793.56293,TX
Q3 2011,133460.4241,TX
Q2 2011,111386.1532,TX
Q1 2011,94836.78337,TX
Q4 2010,92553.6663,TX
Q3 2010,121987.161,TX
Q2 2010,103651.4551,TX
Q1 2010,93502.76381,TX
Q4 2009,90998.04467,TX
Q3 2009,118996.2345,TX
Q2 2009,101066.2589,TX
